article1_id,article2_id,score
71,3,0.7230521440505981
47,22,0.8530626893043518
68,25,0.8366851210594177
30,4,0.798674464225769
34,14,0.8818789124488831
74,77,0.7345572710037231
46,47,0.864120602607727
47,92,0.833952009677887
33,2,0.7398956418037415
40,52,0.7700027227401733
39,90,0.7765940427780151
22,10,0.6908254027366638
14,12,0.8936737179756165
13,42,0.8360449075698853
9,75,0.6646984219551086
81,50,0.7743070721626282
54,77,0.7715871930122375
72,58,0.7560662627220154
89,93,0.7544317245483398
77,6,0.8065670132637024
9,33,0.896883487701416
67,31,0.7733678817749023
39,17,0.8478907942771912
53,71,0.7831128239631653
24,94,0.7452577352523804
42,5,0.8041630983352661
44,82,0.8025266528129578
27,9,0.8335438370704651
78,63,0.7496978640556335
32,78,0.815190315246582
38,2,0.7809926271438599
1,15,0.7829135656356812
68,87,0.8059883713722229
79,33,0.7175929546356201
15,44,0.7557188272476196
17,92,0.8526725769042969
86,5,0.7151482105255127
44,87,0.7655757665634155
10,36,0.7385024428367615
80,38,0.844664990901947
88,16,0.7520942091941833
44,2,0.8585605621337891
49,48,0.7506662011146545
27,24,0.7324249744415283
3,50,0.7823470234870911
33,39,0.748738706111908
79,23,0.733426034450531
18,52,0.8207923769950867
16,34,0.7724433541297913
32,61,0.7290484309196472
84,64,0.8274465799331665
65,75,0.8229222893714905
85,68,0.8623942732810974
84,14,0.9008609056472778
76,64,0.6929376721382141
62,40,0.7349793910980225
21,77,0.7712273001670837
9,72,0.7435310482978821
74,65,0.8298782110214233
19,26,0.8861493468284607
27,39,0.873175859451294
7,41,0.8340429663658142
45,61,0.7087708115577698
41,57,0.8461893796920776
88,5,0.7862372398376465
73,19,0.8568459749221802
32,13,0.8309836387634277
45,22,0.7823481559753418
5,18,0.8058185577392578
94,21,0.6979845762252808
8,68,0.833287239074707
67,64,0.8384572863578796
29,73,0.816372811794281
59,65,0.6745713353157043
8,64,0.7589825987815857
92,58,0.8479618430137634
37,64,0.7581854462623596
34,62,0.8534787893295288
0,58,0.8541526794433594
79,93,0.7865528464317322
51,16,0.8303216099739075
63,61,0.7384732365608215
34,7,0.8247227072715759
7,67,0.8677003383636475
93,17,0.7942958474159241
43,69,0.8128715753555298
66,19,0.8145351409912109
57,2,0.7598274350166321
33,41,0.8066151142120361
10,81,0.7420932650566101
53,15,0.6907505989074707
6,37,0.7230556607246399
88,17,0.8478741645812988
12,33,0.8682590126991272
56,47,0.8510968685150146
67,15,0.7189375162124634
26,84,0.8093429803848267
39,68,0.8362820744514465
35,68,0.8012710809707642
75,61,0.843695878982544
91,94,0.7859988808631897
50,77,0.8268283009529114
5,90,0.7503536939620972
26,87,0.8375328183174133
90,40,0.812166154384613
11,35,0.7046805024147034
75,30,0.8360394239425659
2,27,0.8327600955963135
0,1,0.809290885925293
79,69,0.7326306104660034
14,50,0.8563262224197388
67,76,0.6709436178207397
11,38,0.9169093370437622
93,50,0.7647128105163574
67,40,0.8156443238258362
63,5,0.8239560723304749
94,25,0.7627273797988892
86,95,0.8753771185874939
23,7,0.8740561604499817
73,9,0.8644630312919617
50,65,0.7868956923484802
88,75,0.6800116896629333
40,67,0.8156443238258362
2,27,0.8327600955963135
49,38,0.745532214641571
47,70,0.7925257086753845
90,40,0.812166154384613
53,83,0.7409454584121704
49,18,0.6657024025917053
21,37,0.7885133028030396
70,57,0.8397477865219116
66,12,0.8478381633758545
16,18,0.7571116089820862
18,54,0.8043947219848633
83,17,0.8708556890487671
64,34,0.8646408319473267
35,85,0.733906626701355
29,22,0.8241235613822937
52,40,0.7700027227401733
23,61,0.7173107862472534
32,9,0.8812424540519714
60,75,0.7459209561347961
86,8,0.8971495032310486
39,49,0.7125537991523743
14,4,0.7076942324638367
19,6,0.8048012256622314
53,72,0.7083510160446167
26,7,0.8686115741729736
73,55,0.8141974806785583
26,6,0.8807426691055298
92,17,0.8526725769042969
94,30,0.731169581413269
75,15,0.7887866497039795
54,84,0.7968547940254211
82,21,0.7276721000671387
75,83,0.7320235967636108
87,16,0.7218749523162842
80,85,0.8244771361351013
46,9,0.8868269324302673
87,0,0.7627293467521667
58,11,0.8613787293434143
61,34,0.7871795296669006
21,40,0.8178151249885559
73,86,0.7424607872962952
17,61,0.7711870670318604
31,32,0.8368144035339355
51,10,0.7863712310791016
62,51,0.7524365782737732
55,88,0.8172643780708313
64,66,0.8046279549598694
32,33,0.846665620803833
